Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,EV Total Port Count (Beta),EV CHAdeMO Port Count (Beta),EV J1772 Port Count (Beta),EV CCS Port Count (Beta),EV NEMA 14-50 Port Count (Beta),EV NEMA 515 Port Count (Beta),EV NEMA 520 Port Count (Beta),EV Tesla Port Count (Beta),EV CCS 150+ kW Port Count (Beta)
ELEC,JBG SMITH 1666K,1666 K St NW,"B1 level of garage. Garage entrance is located on Connecticut Ave, between Subway and Army&Navy; club.",Washington,DC,20006,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.902162,-77.038098,2024-10-08,76345,2024-10-08 00:36:12 UTC,,,,2016-06-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,JBG SMITH 1700K,1700 K St NW,B2 level of garage. Garage entrance is located on K Street,Washington,DC,20006,,888-758-4389,T,2024-07-12,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.902275,-77.039946,2024-10-08,76346,2024-10-08 00:36:10 UTC,,,,2016-06-17,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,RIVERFRONT DOCK 79 G2 01,79 Potomac Ave SE,"Resident Parking Area, Level G2",Washington,DC,20003,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.871164,-77.006982,2024-10-08,80503,2024-10-08 00:40:38 UTC,,,,2017-01-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,1255 22ND ST STATION 2,1255 22nd St NW,,Washington,DC,20037,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.906672,-77.048363,2024-10-08,94632,2024-10-08 00:50:07 UTC,,,,2018-04-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,World Bank,1225 Connecticut Ave NW,,Washington,DC,20036,,,E,,Private,Employee use only,,,,,,2,,,EV Connect,http://evconnect.com/,200-9,38.907016,-77.04111,2020-04-08,94808,2021-03-11 23:22:17 UTC,P,,,2015-09-09,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,true,,2,0,2,0,0,0,0,0,0
ELEC,World Bank,1818 H S NW,,Washington,DC,20433,,,E,,Private,Employee use only,,,,,,4,,,EV Connect,http://evconnect.com/,200-9,38.898455,-77.042721,2020-04-08,94809,2021-03-11 23:22:17 UTC,P,,,2015-09-11,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,true,,4,0,4,0,0,0,0,0,0
ELEC,World Bank,2121 Pennsylvania Ave NW,,Washington,DC,20433,,,E,,Private,Employee use only,,,,,,4,,,EV Connect,http://evconnect.com/,200-9,38.901985,-77.047703,2020-04-08,94811,2021-03-11 23:22:17 UTC,P,,,2015-07-16,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,true,,4,0,4,0,0,0,0,0,0
ELEC,JBG - Fort Totten Square,300 Riggs Rd NE,,Washington,DC,20011,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,38.958255,-77.002273,2024-10-08,96075,2024-10-08 00:18:22 UTC,,,,2016-01-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,Office of Personnel Management,1900 E St NW,,Washington,DC,20415,,,E,,Private,Fleet use only,,,,,,1,,,Non-Networked,,GPS,38.895351,-77.044604,2021-02-22,98677,2021-03-11 23:22:17 UTC,FG,21,General Services Administration,2018-04-01,,,,,J1772,US,,,,Privé,,private,,GSA,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,U.S. Department of Commerce,1401 Constitution Ave NW,,Washington,DC,20230,,,E,,Private,Fleet use only,,,,,,1,,,Non-Networked,,GPS,38.8937,-77.0329,2024-01-10,98694,2024-01-31 22:07:01 UTC,FG,7,Department of Commerce,2018-04-01,,,,,J1772,US,,,,Privé,,private,,DOC,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,U.S. Department of Energy,1000 Independence Ave SW,,Washington,DC,20585,,,E,,Private,Fleet and employee use only,,,,,,2,,,Non-Networked,,GPS,38.887247,-77.025459,2024-01-10,98695,2024-01-31 22:07:01 UTC,FG,8,U.S. Department of Energy,2018-04-01,,,,,J1772,US,,,,Privé,,private,,DOE,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,true,,2,0,2,0,0,0,0,0,0
ELEC,U.S. Department of Health & Human Services,330 C St SW,,Washington,DC,20416,,,E,,Private,Fleet use only; Drivers must bring their own J1772 cordset for Level 1 charging,,,,,1,,,,Non-Networked,,GPS,38.886836,-77.014461,2021-02-22,98696,2022-02-10 21:00:18 UTC,FG,9,Department of Health and Human Services,2018-04-01,,,,,NEMA520,US,,,,Privé,,private,,HHS,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false,,1,0,0,0,0,0,1,0,0
ELEC,U.S. Department of Transportation,1200 New Jersey Ave.,,Washington,DC,20590,,,E,,Private - Government only,Drivers must bring their own J1772 cordset for Level 1 charging,,,,,10,6,,,Non-Networked,,GPS,38.905437,-77.014852,2021-02-22,98697,2022-02-10 21:00:18 UTC,FG,17,Department of Transportation,2018-04-01,,,,,J1772 NEMA515,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,DOT,FED_GOV,,,,,,,,,,,,,,,,,,,,,,,,,,false,,16,0,6,0,0,10,0,0,0
ELEC,World Bank,1850 I St NW,,Washington,DC,20006,,,E,,Private,Employee use only,,,,,,2,,,EV Connect,http://evconnect.com/,200-9,38.901029,-77.042789,2020-04-08,99693,2021-03-11 23:22:17 UTC,P,,,2015-06-12,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,true,,2,0,2,0,0,0,0,0,0
ELEC,TOWER COMPANIES 1909K STATION 2,1909 K St NWUS-29,P1 GarageP1 Level Parking Garage - PLEASE NOTE ADDITIONAL PARKING FEES APPLY,Washington,DC,20006,,888-758-4389,T,2024-09-01,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.903043,-77.044211,2024-10-08,102534,2024-10-08 00:53:51 UTC,,,,2018-08-31,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,CARR PROPERTIES P2 6540,1100 15th St NW,,Washington,DC,20005,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.903985,-77.034961,2024-10-08,104284,2024-10-08 00:45:09 UTC,,,,2018-10-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,AMERICAN UNIV WCL STATION 2,4300 Nebraska Ave NW,,Washington,DC,20016,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.945542,-77.080461,2024-10-08,105133,2024-10-08 00:53:18 UTC,,,,2018-12-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,Washington Plaza Hotel - Tesla Destination,10 Thomas Cir NW,,Washington,DC,20005,,202-842-1300  877-798-3752,E,,Public,,,,,,,18,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.906456,-77.031163,2022-10-06,113646,2023-01-18 15:15:20 UTC,P,,,2017-12-07,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,18,0,6,0,0,0,0,12,0
ELEC,Morrison-Clark Historic Inn & Restaurant - Tesla Destination,1011 L St NW,,Washington,DC,20001,,202-898-1200  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.9043681,-77.0267268,2022-10-06,113647,2023-01-18 15:15:20 UTC,P,,,2018-08-31,,,,,J1772 TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,4,0,1,0,0,0,0,3,0
ELEC,"The Donovan, a Kimpton Hotel - Tesla Destination",1155 14th St NW,,Washington,DC,20005,,202-737-1200  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.904958,-77.031772,2022-10-06,113650,2023-01-18 15:15:20 UTC,P,,,2015-11-19,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,3,0,1,0,0,0,0,2,0
ELEC,Park Hyatt Washington - Tesla Destination,1201 24th St NW,,Washington,DC,20037,,202-789-1234  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.9058204,-77.0512085,2022-10-06,113651,2023-01-18 15:15:20 UTC,P,,,2018-05-14,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,4,0,1,0,0,0,0,3,0
ELEC,Kimpton Rouge Hotel - Tesla Destination,1315 16th St NW,,Washington,DC,20036,,202-232-8000  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.908258,-77.036037,2022-10-06,113652,2023-01-18 15:15:20 UTC,P,,,2015-12-11,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,3,0,1,0,0,0,0,2,0
ELEC,"Mandarin Oriental, Washington DC - Tesla Destination",1330 Maryland Ave SW,,Washington,DC,20024,,202-554-8588  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.883828,-77.030247,2022-10-06,113653,2023-01-18 15:15:20 UTC,P,,,2015-01-27,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,0,0,0,0,0,0,2,0
ELEC,Kimpton Mason & Rook Hotel - Tesla Destination,1430 Rhode Island Ave,,Washington,DC,20005,,202-742-3100  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.908429,-77.033132,2022-10-06,113654,2023-01-18 15:15:20 UTC,P,,,2016-07-19,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,0,1,0,0,0,0,1,0
ELEC,The Kimpton George Hotel - Tesla Destination,15 E St NW,,Washington,DC,20001,,202-347-4200  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.896373,-77.010017,2022-10-06,113655,2023-01-18 15:15:20 UTC,P,,,2015-11-30,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,0,1,0,0,0,0,1,0
ELEC,Courtyard Washington Embassy Row - Tesla Destination,1600 Rhode Island Ave NW,,Washington,DC,20036,,202-293-8000  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.906641,-77.036861,2022-10-06,113656,2023-01-18 15:15:20 UTC,P,,,2016-01-25,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,0,0,0,0,0,0,2,0
ELEC,Kimpton Carlyle Hotel - Tesla Destination,1731 New Hampshire Ave NW,,Washington,DC,20009,,202-234-3200  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.913322,-77.039525,2022-10-06,113657,2023-01-18 15:15:20 UTC,P,,,2015-11-11,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,0,1,0,0,0,0,1,0
ELEC,One Parking 2000 K - Tesla Destination,2000 K St NW,,Washington,DC,20006,,202-298-7125  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.9020444,-77.0453237,2022-10-06,113658,2023-01-18 15:15:20 UTC,P,,,2018-06-12,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,1,0,0,0,0,0,0,1,0
ELEC,Embassy Row Hotel - Tesla Destination,2015 Massachusetts Ave NW,,Washington,DC,20036,,202-265-1600  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.910623,-77.045745,2022-10-06,113659,2023-01-18 15:15:20 UTC,P,,,2015-10-28,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,4,0,2,0,0,0,0,2,0
ELEC,Atlantic Plumbing Building Parking - Tesla Destination,2112 8th St NW,,Washington,DC,20001,,202-760-4510  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.918283,-77.023174,2022-10-06,113660,2023-01-18 15:15:20 UTC,P,,,2017-01-04,,,,,TESLA,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,1,0,0,0,0,0,0,1,0
ELEC,State Plaza Hotel - Tesla Destination,2117 E St NW,,Washington,DC,20037,,202-861-8200  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.8962171,-77.047623,2022-10-06,113661,2023-01-18 15:15:20 UTC,P,,,2018-10-03,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,4,0,1,0,0,0,0,3,0
ELEC,Kimpton Hotel Palomar Washington DC - Tesla Destination,2121 P St NW,,Washington,DC,20037,,202-448-1800  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.909852,-77.047399,2022-10-06,113662,2023-01-18 15:15:20 UTC,P,,,2015-12-23,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,0,1,0,0,0,0,1,0
ELEC,Avenue Suites Georgetown - Tesla Destination,2500 Pennsylvania Ave NW,,Washington,DC,20037,,202-333-8060  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.9033344,-77.0536137,2022-10-06,113664,2023-01-18 15:15:20 UTC,P,,,2018-04-30,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,4,0,0,0,0,0,0,4,0
ELEC,Kimpton Glover Park Hotel - Tesla Destination,2505 Wisconsin Ave NW,,Washington,DC,20007,,202-337-9700  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.92336,-77.072855,2022-10-06,113665,2023-01-18 15:15:20 UTC,P,,,2016-07-19,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,0,1,0,0,0,0,1,0
ELEC,The Watergate Hotel - Tesla Destination,2650 Virginia Ave NW,,Washington,DC,20037,,202-827-1600  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.8993596,-77.0557605,2022-10-06,113666,2023-01-18 15:15:20 UTC,P,,,2018-01-22,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,4,0,0,0,0,0,0,4,0
ELEC,Four Seasons Washington D.C. - Tesla Destination,2800 Pennsylvania Ave NW,,Washington,DC,20007,,202-342-0444  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.904437,-77.057389,2022-10-06,113667,2023-01-18 15:15:20 UTC,P,,,2018-02-28,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,0,0,0,0,0,0,2,0
ELEC,Hyatt Regency Washington on Capitol Hill - Tesla Destination,400 New Jersey Ave NW,,Washington,DC,20001,,202-737-1234  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.895083,-77.011283,2022-10-06,113668,2023-01-18 15:15:20 UTC,P,,,2016-04-19,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,4,0,1,0,0,0,0,3,0
ELEC,The Liaison Capitol Hill - Tesla Destination,415 New Jersey Ave NW,,Washington,DC,20001,,202-638-1616  877-798-3752,E,,Public,,,,,,,4,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.8954701,-77.0109949,2022-10-06,113669,2023-01-18 15:15:20 UTC,P,,,2018-04-13,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,4,0,0,0,0,0,0,4,0
ELEC,Hilton Garden Inn Washington DC Downtown - Tesla Destination,815 14th St NW,,Washington,DC,20005,,202-783-7800  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,38.9007011,-77.0316487,2022-10-06,113671,2023-01-18 15:15:20 UTC,P,,,2015-12-10,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,0,0,0,0,0,0,2,0
ELEC,Embassy Suites by Hilton Convention Center - Tesla Destination,900 10th St NW,,Washington,DC,20001,,202-739-2001  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.901937,-77.026251,2022-10-06,113672,2023-01-18 15:15:20 UTC,P,,,2017-03-23,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,3,0,1,0,0,0,0,2,0
ELEC,Hampton Inn Washington-Downtown-Convention Center - Tesla Destination,901 6th St NW,,Washington,DC,20001,,202-842-2500  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.901964,-77.019837,2022-10-06,113673,2023-01-18 15:15:20 UTC,P,,,2015-12-07,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,1,0,0,0,0,0,0,1,0
ELEC,Marriott Marquis Washington D.C. - Tesla Destination,901 Massachusetts Ave NW,,Washington,DC,20001,,202-824-9200  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.903543,-77.024973,2022-10-06,113674,2023-01-18 15:15:20 UTC,P,,,2015-12-07,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,3,0,1,0,0,0,0,2,0
ELEC,The St. Regis Washington D.C. - Tesla Destination,923 16th St NW,,Washington,DC,20006,,202-638-2626  877-798-3752,E,,Public,,,,,,,1,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.9021295,-77.0361522,2022-10-06,113675,2023-01-18 15:15:20 UTC,P,,,2015-10-06,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,1,0,0,0,0,0,0,1,0
