Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,EV Total Port Count (Beta),EV CHAdeMO Port Count (Beta),EV J1772 Port Count (Beta),EV CCS Port Count (Beta),EV NEMA 14-50 Port Count (Beta),EV NEMA 515 Port Count (Beta),EV NEMA 520 Port Count (Beta),EV Tesla Port Count (Beta),EV CCS 150+ kW Port Count (Beta)
ELEC,Richmond Ford Lincoln,4600 W Broad St,,Richmond,VA,23230,,804-358-5521,E,,Public - Call ahead,Dealership business hours,,,,,,3,,,Non-Networked,,200-9,37.578775,-77.489409,2023-11-09,40701,2024-01-31 22:07:01 UTC,P,,,2011-08-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,MD,false,,3,0,3,0,0,0,0,0,0
ELEC,Randolph-Macon College - Andrews Hall,420 Henry St,Near intersection of Smith Street,Ashland,VA,23005,,804-752-7244,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,37.764986,-77.476715,2023-12-13,41108,2024-01-31 22:07:01 UTC,P,,,2011-09-15,,,,,J1772,US,,,,Public,,public,,,COLLEGE_CAMPUS,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Harrisonburg Electric Commission,89 W Bruce St,"Behind the HEC building, off S Liberty St",Harrisonburg,VA,22801,,540-434-5361,E,,Public,24 hours daily,,,,,,3,,,Non-Networked,,GPS,38.447533,-78.870744,2022-11-10,41395,2024-10-03 17:42:12 UTC,T,,,2011-10-03,,,,,J1772,US,,,,Public,,public,,,UTILITY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,3,0,3,0,0,0,0,0,0
ELEC,IBEWLOCAL26JATC MANASSAS 1,7016 Infantry Ridge Rd,,Manassas,VA,20109,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.803836,-77.516487,2024-10-08,41773,2024-10-08 00:50:29 UTC,,,,2011-10-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,JBG SMITH STATION 2,2200 Clarendon Blvd,Station located next to elevator,Arlington,VA,22201,,888-758-4389,T,2023-03-25,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.890342,-77.085782,2024-10-08,43290,2024-10-08 00:49:13 UTC,,,,2015-10-02,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,EVSP WALGREENS STORE 13012,6400 Hoadly Rd,The station is located left of the store's entrance,Manassas,VA,20112,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.672391,-77.396964,2024-10-08,43390,2024-10-08 00:35:21 UTC,,,,2012-01-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,WEST HALF 2 & 3 1400 JOYCE,1400 S Joyce St,,Arlington,VA,22202,,888-758-4389,T,2024-09-14,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.861644,-77.064159,2024-10-08,45166,2024-10-08 01:05:49 UTC,,,,2015-10-02,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,2,0,2,0,0,0,0,0,0
ELEC,Shirlie Slack Mitsubishi,3475 Jefferson Davis Hwy,,Fredericksburg,VA,22408,,540-898-0310,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,Non-Networked,,200-9,38.271867,-77.493368,2023-12-13,45798,2024-09-24 15:31:06 UTC,P,,,2012-03-15,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,,2,0,2,0,0,0,0,0,0
ELEC,Hall Nissan,3417 Western Branch Blvd,,Chesapeake,VA,23321,,757-673-8000,E,,Public - Call ahead,Dealership business hours,,,,,,3,1,,Non-Networked,,200-8,36.86525,-76.41779,2024-02-12,47547,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,4,1,3,1,0,0,0,0,0
ELEC,Hall Nissan,3417 Western Branch Blvd,,Chesapeake,VA,23321,,757-673-8000,E,,Private,,,,,,,1,,,Non-Networked,,200-8,36.86525,-76.41779,2024-02-12,47548,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Nissan of Chesapeake,930 N Battlefield Blvd,,Chesapeake,VA,23320,,757-498-5881,E,,Public - Call ahead,Dealership business hours,,,,,,,1,,Non-Networked,,200-8,36.75306,-76.2475,2024-02-12,47549,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,1,1,0,0,0,0,0,0,0
ELEC,Nissan of Chesapeake,930 N Battlefield Blvd,,Chesapeake,VA,23320,,757-498-5881,E,,Private,,,,,,,1,,,Non-Networked,,200-8,36.75306,-76.2475,2024-02-12,47550,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,Loyalty Nissan,16301 Priority Way,,Chester,VA,23831,,804-414-1700,E,,Public - Call ahead,Dealership business hours,,,,,,5,1,,Non-Networked,,GPS,37.304917,-77.392372,2024-02-12,47551,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,,6,1,5,0,0,0,0,0,0
ELEC,Loyalty Nissan,16301 Priority Way,,Chester,VA,23831,,804-414-1700,E,,Private,,,,,,,1,,,Non-Networked,,GPS,37.304917,-77.392372,2024-02-12,47552,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,Robert Woodall Nissan,132 Union St Bridge Rd,,Danville,VA,24540,,434-797-1411,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,36.59588,-79.39687,2024-02-12,47553,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Robert Woodall Nissan,132 Union St Bridge Rd,,Danville,VA,24540,,434-797-1411,E,,Private,,,,,,,1,,,Non-Networked,,200-8,36.59588,-79.39687,2024-02-12,47554,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,Lynchburg Nissan,18588 Forest Rd,,Forest,VA,24551,,434-385-7733,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,37.385661,-79.243911,2024-02-12,47555,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Lynchburg Nissan,18588 Forest Rd,,Forest,VA,24551,,434-385-7733,E,,Private,,,,,,,1,,,Non-Networked,,200-9,37.385661,-79.243911,2024-02-12,47556,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,Pohanka Nissan of Fredericksburg,5200 Jefferson Davis Hwy,,Fredericksburg,VA,22408,,540-898-5200,E,,Private,,,,,,,1,,,Non-Networked,,GPS,38.255149,-77.496844,2024-02-12,47558,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Harrisonburg Nissan,2275 E Market St,,Harrisonburg,VA,22801,,540-564-1111,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,38.422471,-78.838899,2024-02-12,47559,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Harrisonburg Nissan,2275 E Market St,,Harrisonburg,VA,22801,,540-564-1111,E,,Private,,,,,,,1,,,Non-Networked,,200-9,38.422471,-78.838899,2024-02-12,47560,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,Hart Nissan,6564 Mechanicsville Pike,,Mechanicsville,VA,23111,,,E,,Public - Call ahead,Dealership business hours; contact 804-417-1012 for more information,,,,,,1,1,,Non-Networked,,200-8,37.61341,-77.33577,2024-02-12,47561,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,2,1,1,1,0,0,0,0,0
ELEC,Hart Nissan,6564 Mechanicsville Pike,,Mechanicsville,VA,23111,,,E,,Private,,,,,,,1,,,Non-Networked,,200-8,37.61341,-77.33577,2024-02-12,47562,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Priority Nissan - Newport News,12925 Jefferson Ave,,Newport News,VA,23608,,757-369-6600,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,37.151806,-76.531052,2024-02-12,47563,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,Priority Nissan - Newport News,12925 Jefferson Ave,,Newport News,VA,23608,,757-369-6600,E,,Private,,,,,,,1,1,,Non-Networked,,200-9,37.151806,-76.531052,2024-02-12,47564,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,2,1,1,0,0,0,0,0,0
ELEC,Nissan of Norfolk,1250 N Military Hwy,,Norfolk,VA,23502,,757-284-3140,E,,Public - Call ahead,Dealership business hours,,,,,,1,2,,Non-Networked,,200-8,36.8662,-76.20968,2024-02-12,47565,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,3,2,1,0,0,0,0,0,0
ELEC,Nissan of Norfolk,1250 N Military Hwy,,Norfolk,VA,23502,,757-284-3140,E,,Private,,,,,,,1,,,Non-Networked,,200-8,36.8662,-76.20968,2024-02-12,47566,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Nissan of Richmond,11401 W Broad St,,Richmond,VA,23233,,804-346-4200,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,Non-Networked,,GPS,37.650319,-77.609022,2024-02-12,47567,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,2,1,1,0,0,0,0,0,0
ELEC,Nissan of Richmond,11401 W Broad St,,Richmond,VA,23233,,804-346-4200,E,,Private,,,,,,,1,,,Non-Networked,,GPS,37.650319,-77.609022,2024-02-12,47568,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Gunter Nissan,4760 Greensboro Rd,,Ridgeway,VA,24148,,276-956-1212,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-9,36.629501,-79.860071,2024-02-12,47569,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Gunter Nissan,4760 Greensboro Rd,,Ridgeway,VA,24148,,276-956-1212,E,,Private,,,,,,,1,,,Non-Networked,,200-9,36.629501,-79.860071,2024-02-12,47570,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Pohanka Nissan - Stafford,1 Coachman Cir,,Stafford,VA,22554,,540-628-2500,E,,Public - Call ahead,Dealership business hours,,,,,,2,2,,Non-Networked,,200-8,38.46878,-77.40007,2024-02-12,47573,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,4,2,2,1,0,0,0,0,0
ELEC,Pohanka Nissan - Stafford,1 Coachman Cir,,Stafford,VA,22554,,540-628-2500,E,,Private,,,,,,,1,,,Non-Networked,,200-8,38.46878,-77.40007,2024-02-12,47574,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Valley Nissan of Staunton,297 Lee Jackson Hwy,,Staunton,VA,24401,,540-886-3465,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,Non-Networked,,200-8,38.11898,-79.0686,2024-02-12,47575,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
ELEC,Valley Nissan of Staunton,297 Lee Jackson Hwy,,Staunton,VA,24401,,540-886-3465,E,,Private,,,,,,,1,,,Non-Networked,,200-8,38.11898,-79.0686,2024-02-12,47576,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,,,,,,,,,,false,,1,0,1,0,0,0,0,0,0
ELEC,Hall Nissan - Virginia Beach,3757 Booney Rd,,Virginia Beach,VA,23452,,757-631-7600,E,,Public - Call ahead,Dealership business hours,,,,,,2,1,,Non-Networked,,200-8,36.83882,-76.10243,2024-02-12,47577,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public - Appeler à l'avance,,public,CALL,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,,3,1,2,1,0,0,0,0,0
ELEC,Hall Nissan - Virginia Beach,3757 Booney Rd,,Virginia Beach,VA,23452,,757-631-7600,E,,Private,,,,,,,1,,,Non-Networked,,200-8,36.83882,-76.10243,2024-02-12,47578,2024-02-12 15:25:05 UTC,P,,,2012-01-31,,,,,J1772,US,,,,Privé,,private,,,CAR_DEALER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,,1,0,1,0,0,0,0,0,0
